NC_074955.1	YP_008802584.1_183k_replicase_[Yellow_tailflower_mild_mottle_virus]	23.2	753	472	29	2950	4938	834	1570	6.4e-19	92.0
NC_074955.1	AIX94570.1_replicase_[Yellow_tailflower_mild_mottle_virus]	23.4	753	471	29	2950	4938	834	1570	6.4e-19	92.0
NC_074955.1	AEV40683.1_replicase_large_component_[Cucumber_fruit_mottle_mosaic_virus]	22.6	760	486	27	2932	4944	878	1624	1.4e-18	90.9
NC_074955.1	QSM07164.1_RNA-dependent_RNA_polymerase_[Cucumber_fruit_mottle_mosaic_virus]	22.9	759	473	29	2950	4944	884	1624	4.2e-18	89.4
NC_074955.1	AEI29173.1_putative_RNA_replicase,_partial_[Passion_fruit_mosaic_virus-TGP]	22.5	782	459	30	2950	4944	807	1558	4.6e-17	85.9
NC_074955.1	YP_004465358.1_184_kDa_protein_[Passion_fruit_mosaic_virus]	22.7	770	472	28	2950	4944	818	1569	1.3e-16	84.3
NC_074955.1	NP_072162.1_replicase_large_component_[Cucumber_fruit_mottle_mosaic_virus]	22.6	760	482	30	2932	4944	879	1621	2.3e-16	83.6
NC_074955.1	YP_008802585.1_129k_replicase_protein_[Yellow_tailflower_mild_mottle_virus]	27.7	249	136	8	2950	3564	834	1082	7.6e-12	68.6
NC_074955.1	YP_950421.1_126_kDa_replicase_[Maracuja_mosaic_virus]	29.0	259	139	12	2911	3561	809	1064	1.3e-11	67.8
NC_074955.1	AVK59484.1_126_kDA_protein_[Rehmannia_mosaic_virus]	27.6	246	136	9	2950	3561	833	1078	3.2e-10	63.2
NC_074955.1	QSM07161.1_replication_protein_[Cucumber_fruit_mottle_mosaic_virus]	30.0	247	129	12	2950	3564	884	1128	9.3e-10	61.6
NC_074955.1	ALU84940.1_188_kDa_polymerase_[Hibiscus_latent_Fort_Pierce_virus]	23.0	252	177	7	4228	4944	1353	1600	2.1e-09	60.5
NC_074955.1	QZL11035.1_186_kDa_polymerase_[Hibiscus_latent_Fort_Pierce_virus]	23.0	252	177	7	4228	4944	1353	1600	2.7e-09	60.1
NC_074955.1	QWX21611.1_RNA-dependent_RNA_polymerase_[Hibiscus_latent_Fort_Pierce_virus]	23.0	252	177	7	4228	4944	1353	1600	2.7e-09	60.1
NC_074955.1	QRV07326.1_polymerase_[Hibiscus_latent_Fort_Pierce_virus]	23.4	252	176	7	4228	4944	1353	1600	2.7e-09	60.1
NC_074955.1	YP_009094908.1_187_kDa_polymerase_[Hibiscus_latent_Fort_Pierce_virus]	23.0	252	177	7	4228	4944	1353	1600	2.7e-09	60.1
NC_074955.1	YP_004465359.1_125_kDa_protein_[Passion_fruit_mosaic_virus]	28.1	249	133	12	2950	3567	818	1063	1.3e-08	57.8
NC_074955.1	YP_009362088.1_protein_126_[Hoya_chlorotic_spot_virus]	26.9	275	150	11	2881	3561	800	1071	3.0e-08	56.6
NC_074955.1	YP_009362087.1_protein_183_[Hoya_chlorotic_spot_virus]	26.9	275	150	11	2881	3561	800	1071	3.0e-08	56.6
NC_074955.1	NP_620841.1_180K_protein_[Obuda_pepper_virus]	27.4	248	134	9	2950	3561	832	1077	3.9e-08	56.2
NC_075080.1	QTT61728.1_replication-associated_protein_[Opuntia_virus_2]	49.3	136	60	4	1680	1300	209	344	6.7e-30	127.1
NC_075080.1	QTT61728.1_replication-associated_protein_[Opuntia_virus_2]	33.8	204	127	4	2431	1835	1	201	5.0e-25	110.9
NC_075080.1	QTT61878.1_replication-associated_protein_[Opuntia_virus_2]	48.5	136	61	4	1680	1300	210	345	1.5e-29	125.9
NC_075080.1	QTT61878.1_replication-associated_protein_[Opuntia_virus_2]	34.8	204	126	4	2431	1835	1	202	9.0e-27	116.7
NC_075080.1	QTT61788.1_replication-associated_protein_[Opuntia_virus_2]	48.5	136	61	4	1680	1300	209	344	1.5e-29	125.9
NC_075080.1	QTT61788.1_replication-associated_protein_[Opuntia_virus_2]	32.7	205	128	4	2431	1835	1	201	1.1e-24	109.8
NC_075080.1	QTT61678.1_replication-associated_protein_[Opuntia_virus_2]	47.8	136	62	4	1680	1300	210	345	1.5e-29	125.9
NC_075080.1	QTT61678.1_replication-associated_protein_[Opuntia_virus_2]	34.7	196	122	3	2407	1835	8	202	3.4e-26	114.8
NC_075080.1	QTT61683.1_replication-associated_protein_[Opuntia_virus_2]	47.8	136	62	4	1680	1300	210	345	1.9e-29	125.6
NC_075080.1	QTT61683.1_replication-associated_protein_[Opuntia_virus_2]	34.8	204	126	4	2431	1835	1	202	9.0e-27	116.7
NC_075080.1	QTT61673.1_replication-associated_protein_[Opuntia_virus_2]	47.8	136	62	4	1680	1300	210	345	1.9e-29	125.6
NC_075080.1	QTT61673.1_replication-associated_protein_[Opuntia_virus_2]	34.8	204	126	4	2431	1835	1	202	9.0e-27	116.7
NC_075080.1	QTT61693.1_replication-associated_protein_[Opuntia_virus_2]	47.8	136	62	4	1680	1300	210	345	1.9e-29	125.6
NC_075080.1	QTT61693.1_replication-associated_protein_[Opuntia_virus_2]	34.8	204	126	4	2431	1835	1	202	6.9e-27	117.1
NC_075080.1	QTT61798.1_replication-associated_protein_[Opuntia_virus_2]	48.5	136	61	4	1680	1300	209	344	2.5e-29	125.2
NC_075080.1	QTT61798.1_replication-associated_protein_[Opuntia_virus_2]	34.8	201	123	3	2419	1835	3	201	3.1e-27	118.2
NC_075080.1	QTT61808.1_replication-associated_protein_[Opuntia_virus_2]	48.5	136	61	4	1680	1300	209	344	2.5e-29	125.2
NC_075080.1	QTT61808.1_replication-associated_protein_[Opuntia_virus_2]	32.2	205	129	4	2431	1835	1	201	1.1e-24	109.8
NC_075080.1	QTT61818.1_replication-associated_protein_[Opuntia_virus_2]	47.8	136	62	4	1680	1300	210	345	2.5e-29	125.2
NC_075080.1	QTT61818.1_replication-associated_protein_[Opuntia_virus_2]	34.5	200	125	3	2419	1835	4	202	7.6e-26	113.6
NC_075080.1	QTT61858.1_replication-associated_protein_[Opuntia_virus_2]	48.5	136	61	4	1680	1300	209	344	2.5e-29	125.2
NC_075080.1	QTT61858.1_replication-associated_protein_[Opuntia_virus_2]	34.8	201	123	3	2419	1835	3	201	3.1e-27	118.2
NC_075080.1	QTT61758.1_replication-associated_protein_[Opuntia_virus_2]	48.5	136	61	4	1680	1300	209	344	2.5e-29	125.2
NC_075080.1	QTT61758.1_replication-associated_protein_[Opuntia_virus_2]	34.8	201	123	3	2419	1835	3	201	2.4e-27	118.6
NC_075080.1	QTT61753.1_replication-associated_protein_[Opuntia_virus_2]	47.8	136	62	4	1680	1300	209	344	2.5e-29	125.2
NC_075080.1	QTT61753.1_replication-associated_protein_[Opuntia_virus_2]	33.3	204	128	4	2431	1835	1	201	1.4e-24	109.4
NC_075080.1	QTT61713.1_replication-associated_protein_[Opuntia_virus_2]	47.8	136	62	4	1680	1300	209	344	2.5e-29	125.2
NC_075080.1	QTT61713.1_replication-associated_protein_[Opuntia_virus_2]	33.3	204	128	4	2431	1835	1	201	1.1e-24	109.8
NC_075080.1	QTT61733.1_replication-associated_protein_[Opuntia_virus_2]	47.8	136	62	4	1680	1300	209	344	2.5e-29	125.2
NC_075080.1	QTT61733.1_replication-associated_protein_[Opuntia_virus_2]	33.3	204	128	4	2431	1835	1	201	1.4e-24	109.4
NC_075080.1	QTT61768.1_replication-associated_protein_[Opuntia_virus_2]	48.5	136	61	4	1680	1300	209	344	2.5e-29	125.2
NC_075080.1	QTT61768.1_replication-associated_protein_[Opuntia_virus_2]	32.2	205	129	4	2431	1835	1	201	8.5e-25	110.2
NC_075080.1	QTT61828.1_replication-associated_protein_[Opuntia_virus_2]	48.5	136	61	4	1680	1300	209	344	3.3e-29	124.8
NC_075080.1	QTT61828.1_replication-associated_protein_[Opuntia_virus_2]	32.8	201	127	3	2419	1835	3	201	5.9e-26	114.0
NC_075080.1	QTT61838.1_replication-associated_protein_[Opuntia_virus_2]	48.5	136	61	4	1680	1300	209	344	3.3e-29	124.8
NC_075080.1	QTT61838.1_replication-associated_protein_[Opuntia_virus_2]	32.8	201	127	3	2419	1835	3	201	1.7e-25	112.5
NC_075080.1	QTT61868.1_replication-associated_protein_[Opuntia_virus_2]	47.8	136	62	4	1680	1300	209	344	5.7e-29	124.0
NC_075080.1	QTT61868.1_replication-associated_protein_[Opuntia_virus_2]	32.8	201	127	3	2419	1835	3	201	7.6e-26	113.6
NC_075080.1	QTT61863.1_replication-associated_protein_[Opuntia_virus_2]	47.8	136	62	4	1680	1300	209	344	5.7e-29	124.0
NC_075080.1	QTT61863.1_replication-associated_protein_[Opuntia_virus_2]	32.2	205	129	4	2431	1835	1	201	8.5e-25	110.2
NC_075086.1	QTT61828.1_replication-associated_protein_[Opuntia_virus_2]	34.1	205	123	5	2718	2119	6	203	1.0e-25	113.2
NC_075086.1	QTT61873.1_replication-associated_protein_[Opuntia_virus_2]	34.5	206	121	5	2718	2119	6	203	1.3e-25	112.8
NC_075086.1	QTT61868.1_replication-associated_protein_[Opuntia_virus_2]	34.0	206	122	5	2718	2119	6	203	2.3e-25	112.1
NC_075086.1	QTT61698.1_replication-associated_protein_[Opuntia_virus_2]	33.7	205	124	5	2718	2119	6	203	5.1e-25	110.9
NC_075086.1	QTT61758.1_replication-associated_protein_[Opuntia_virus_2]	34.1	205	123	5	2718	2119	6	203	5.1e-25	110.9
NC_075086.1	QTT61858.1_replication-associated_protein_[Opuntia_virus_2]	33.7	205	124	5	2718	2119	6	203	6.6e-25	110.5
NC_075086.1	QTT61798.1_replication-associated_protein_[Opuntia_virus_2]	33.7	205	124	5	2718	2119	6	203	8.7e-25	110.2
NC_075086.1	QTT61838.1_replication-associated_protein_[Opuntia_virus_2]	33.7	205	124	5	2718	2119	6	203	8.7e-25	110.2
NC_075086.1	QTT61788.1_replication-associated_protein_[Opuntia_virus_2]	52.8	106	46	2	2038	1733	205	310	1.9e-24	109.0
NC_075086.1	QTT61788.1_replication-associated_protein_[Opuntia_virus_2]	33.2	205	123	5	2715	2119	7	203	8.1e-23	103.6
NC_075086.1	QTT61728.1_replication-associated_protein_[Opuntia_virus_2]	33.2	205	123	5	2715	2119	7	203	1.9e-24	109.0
NC_075086.1	QTT61753.1_replication-associated_protein_[Opuntia_virus_2]	32.7	205	124	5	2715	2119	7	203	5.6e-24	107.5
NC_075086.1	QTT61713.1_replication-associated_protein_[Opuntia_virus_2]	32.7	205	124	5	2715	2119	7	203	5.6e-24	107.5
NC_075086.1	QTT61693.1_replication-associated_protein_[Opuntia_virus_2]	31.9	207	133	4	2730	2119	3	204	5.6e-24	107.5
NC_075086.1	QTT61733.1_replication-associated_protein_[Opuntia_virus_2]	32.7	205	124	5	2715	2119	7	203	7.3e-24	107.1
NC_075086.1	QTT61678.1_replication-associated_protein_[Opuntia_virus_2]	31.7	208	134	4	2733	2119	2	204	7.3e-24	107.1
NC_075086.1	QTT61878.1_replication-associated_protein_[Opuntia_virus_2]	31.9	207	133	4	2730	2119	3	204	9.6e-24	106.7
NC_075086.1	QTT61683.1_replication-associated_protein_[Opuntia_virus_2]	31.9	207	133	4	2730	2119	3	204	9.6e-24	106.7
NC_075086.1	QTT61673.1_replication-associated_protein_[Opuntia_virus_2]	31.9	207	133	4	2730	2119	3	204	9.6e-24	106.7
NC_075086.1	QTT61803.1_replication-associated_protein_[Opuntia_virus_2]	31.9	207	133	4	2730	2119	3	204	1.2e-23	106.3
NC_075086.1	QTT61708.1_replication-associated_protein_[Opuntia_virus_2]	32.8	204	125	5	2715	2119	7	203	1.2e-23	106.3
NC_075307.1	QTT61798.1_replication-associated_protein_[Opuntia_virus_2]	23.2	383	223	7	2310	1240	7	344	1.9e-20	95.5
NC_075307.1	QTT61843.1_replication-associated_protein_[Opuntia_virus_2]	24.4	386	215	11	2310	1240	8	345	1.9e-20	95.5
NC_075307.1	QTT61858.1_replication-associated_protein_[Opuntia_virus_2]	23.4	385	220	8	2310	1240	7	344	2.5e-20	95.1
NC_075307.1	QTT61758.1_replication-associated_protein_[Opuntia_virus_2]	23.6	386	218	9	2310	1240	7	344	7.2e-20	93.6
